,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.026700001,59354972,1995217483,-0.0013
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0222,49369824,1659566716,0.0233
2,2026-02-28,SELECT SECTOR SPDR TRUST-State Street Energy Select Sector SPDR ETF,0.019199999,42816846,1439288350,0.0615
3,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0113,25193376,846875376,-0.0094
4,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0112,24915324,837528658,0.0017
5,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0104,23036201,774361935,-0.0185
6,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0093,20580211,691803827,-0.0148
7,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Value Index Fund,0.0078,17402732,584992865,0.025899999
8,2025-12-31,VANGUARD INSTITUTIONAL INDEX FUNDS-Vanguard Institutional Index Fund,0.0050999997,11237957,377763943,-0.014099999
9,2025-11-30,VANGUARD WORLD FUND-Vanguard Energy Index Fund,0.0041,9058509,304501795,-0.024400001
