,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-78954540.0,-45150000.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.174,0.209
Normalized EBITDA,786812000.0,796143000.0,1032118000.0,986148000.0
Total Unusual Items,-375974000.0,-215000000.0,0.0,0.0
Total Unusual Items Excluding Goodwill,-375974000.0,-215000000.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,-144338000.0,10297000.0,474624000.0,486226000.0
Reconciled Depreciation,403312000.0,361741000.0,314124000.0,303870000.0
Reconciled Cost Of Revenue,2467861000.0,2494898000.0,2450169000.0,2356117000.0
EBITDA,410838000.0,581143000.0,1032118000.0,986148000.0
EBIT,7526000.0,219402000.0,717994000.0,682278000.0
Net Interest Income,-102089000.0,-117713000.0,-131514000.0,-58511000.0
Interest Expense,107029000.0,126288000.0,136710000.0,59291000.0
Interest Income,4940000.0,8575000.0,5196000.0,780000.0
Normalized Income,152681460.0,180147000.0,474624000.0,486226000.0
Net Income From Continuing And Discontinued Operation,-144338000.0,10297000.0,474624000.0,486226000.0
Total Expenses,3614246000.0,3607642000.0,3512148000.0,3325085000.0
Total Operating Income As Reported,25162000.0,227347000.0,617261000.0,650975000.0
Diluted Average Shares,49564000.0,51628000.0,51451000.0,51301000.0
Basic Average Shares,49564000.0,51380000.0,51227000.0,50812000.0
Diluted EPS,-2.91,0.2,9.22,9.48
Basic EPS,-2.91,0.2,9.27,9.57
Diluted NI Availto Com Stockholders,-144338000.0,10297000.0,474624000.0,486226000.0
Net Income Common Stockholders,-144338000.0,10297000.0,474624000.0,486226000.0
Otherunder Preferred Stock Dividend,,11906000.0,0.0,0.0
Net Income,-144338000.0,10297000.0,474624000.0,486226000.0
Minority Interests,-2175000.0,-14994000.0,-5746000.0,-6382000.0
Net Income Including Noncontrolling Interests,-142163000.0,25291000.0,480370000.0,492608000.0
Net Income Continuous Operations,-142163000.0,25291000.0,480370000.0,492608000.0
Tax Provision,42660000.0,67823000.0,100914000.0,130379000.0
Pretax Income,-99503000.0,93114000.0,581284000.0,622987000.0
Other Income Expense,-398550000.0,-231520000.0,95537000.0,30523000.0
Other Non Operating Income Expenses,-22576000.0,-16520000.0,95537000.0,30523000.0
Special Income Charges,-375974000.0,-215000000.0,0.0,0.0
Impairment Of Capital Assets,375974000.0,215000000.0,0.0,0.0
Net Non Operating Interest Income Expense,-102089000.0,-117713000.0,-131514000.0,-58511000.0
Interest Expense Non Operating,107029000.0,126288000.0,136710000.0,59291000.0
Interest Income Non Operating,4940000.0,8575000.0,5196000.0,780000.0
Operating Income,401136000.0,442347000.0,617261000.0,650975000.0
Operating Expense,922139000.0,889474000.0,885295000.0,811676000.0
Depreciation Amortization Depletion Income Statement,179066000.0,138471000.0,137440000.0,146578000.0
Depreciation And Amortization In Income Statement,179066000.0,138471000.0,137440000.0,146578000.0
Amortization,179066000.0,138471000.0,137440000.0,146578000.0
Amortization Of Intangibles Income Statement,179066000.0,138471000.0,137440000.0,146578000.0
Selling General And Administration,743073000.0,751003000.0,747855000.0,665098000.0
Gross Profit,1323275000.0,1331821000.0,1502556000.0,1462651000.0
Cost Of Revenue,2692107000.0,2718168000.0,2626853000.0,2513409000.0
Total Revenue,4015382000.0,4049989000.0,4129409000.0,3976060000.0
Operating Revenue,4015382000.0,4049989000.0,4129409000.0,3976060000.0
