,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.060554,0.363,0.262,0.281,0.014041,
Normalized EBITDA,-192047000.0,197767000.0,220892000.0,184226000.0,-86453000.0,
Net Income From Continuing Operation Net Minority Interest,-276555000.0,54422000.0,52326000.0,25469000.0,-215699000.0,
Reconciled Depreciation,78277000.0,85164000.0,119507000.0,120364000.0,102104000.0,
Reconciled Cost Of Revenue,627280000.0,608300000.0,620945000.0,611336000.0,657424000.0,
EBITDA,-192047000.0,197767000.0,220892000.0,184226000.0,-86453000.0,
EBIT,-270324000.0,112603000.0,101385000.0,63862000.0,-188557000.0,
Net Interest Income,-22758000.0,-23981000.0,-28870000.0,-26480000.0,-26399000.0,
Interest Expense,23775000.0,25403000.0,29967000.0,27884000.0,28234000.0,
Interest Income,1017000.0,1422000.0,1097000.0,1404000.0,1835000.0,
Normalized Income,-276555000.0,54422000.0,52326000.0,25469000.0,-215699000.0,
Net Income From Continuing And Discontinued Operation,-276555000.0,54422000.0,52326000.0,25469000.0,-215699000.0,
Total Expenses,901693000.0,871053000.0,932001000.0,909499000.0,955236000.0,
Total Operating Income As Reported,-283440000.0,133799000.0,100134000.0,74669000.0,-167687000.0,
Diluted Average Shares,49216000.0,49426000.0,49316000.0,50853000.0,51138000.0,
Basic Average Shares,49216000.0,49213000.0,49149000.0,50677000.0,51138000.0,
Diluted EPS,-5.62,1.1,1.06,0.5,-4.22,
Basic EPS,-5.62,1.11,1.06,0.5,-4.22,
Diluted NI Availto Com Stockholders,-276555000.0,54422000.0,52326000.0,25469000.0,-215699000.0,
Net Income Common Stockholders,-276555000.0,54422000.0,52326000.0,25469000.0,-215699000.0,
Otherunder Preferred Stock Dividend,,,,,2285000.0,599000.0
Net Income,-276555000.0,54422000.0,52326000.0,25469000.0,-215699000.0,
Minority Interests,-265000.0,-1134000.0,-367000.0,-409000.0,-1952000.0,
Net Income Including Noncontrolling Interests,-276290000.0,55556000.0,52693000.0,25878000.0,-213747000.0,
Net Income Continuous Operations,-276290000.0,55556000.0,52693000.0,25878000.0,-213747000.0,
Tax Provision,-17809000.0,31644000.0,18725000.0,10100000.0,-3044000.0,
Pretax Income,-294099000.0,87200000.0,71418000.0,35978000.0,-216791000.0,
Other Income Expense,-363875000.0,-22618000.0,154000.0,-12211000.0,-237705000.0,
Other Non Operating Income Expenses,12099000.0,-22618000.0,154000.0,-12211000.0,-22705000.0,
Net Non Operating Interest Income Expense,-22758000.0,-23981000.0,-28870000.0,-26480000.0,-26399000.0,
Interest Expense Non Operating,23775000.0,25403000.0,29967000.0,27884000.0,28234000.0,
Interest Income Non Operating,1017000.0,1422000.0,1097000.0,1404000.0,1835000.0,
Operating Income,92534000.0,133799000.0,100134000.0,74669000.0,47313000.0,
Operating Expense,217150000.0,204993000.0,256933000.0,243063000.0,236931000.0,
Depreciation Amortization Depletion Income Statement,21014000.0,27404000.0,65384000.0,65264000.0,41223000.0,
Depreciation And Amortization In Income Statement,21014000.0,27404000.0,65384000.0,65264000.0,41223000.0,
Amortization,21014000.0,27404000.0,65384000.0,65264000.0,41223000.0,
Amortization Of Intangibles Income Statement,21014000.0,27404000.0,65384000.0,65264000.0,41223000.0,
Selling General And Administration,196136000.0,177589000.0,191549000.0,177799000.0,195708000.0,
Gross Profit,309684000.0,338792000.0,357067000.0,317732000.0,284244000.0,
Cost Of Revenue,684543000.0,666060000.0,675068000.0,666436000.0,718305000.0,
Total Revenue,994227000.0,1004852000.0,1032135000.0,984168000.0,1002549000.0,
Operating Revenue,994227000.0,1004852000.0,1032135000.0,984168000.0,1002549000.0,
