period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.92843,1.9,1.95,2.34,12,-0.1759
+1q,2.83089,2.49925,3.028,3.12,6,-0.092700005
0y,11.10065,10.9615,11.2,10.28,7,0.0798
+1y,12.31594,11.725,13.1,11.10065,7,0.1095
