period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.37833,0.9,1.81,1.16,17,0.1882
+1q,1.77112,1.0,2.08,1.57,17,0.12810001
0y,7.40934,4.02,8.43,6.8,20,0.0896
+1y,8.64825,4.31,11.02,7.40934,21,0.1672
