,2025-09-30,2024-09-30,2023-09-30,2022-09-30
Tax Effect Of Unusual Items,-116963000.0,0.0,-33405604.719764,0.0
Tax Rate For Calcs,0.341,0.248,0.042773,0.217
Normalized EBITDA,2922000000.0,2973000000.0,1797000000.0,5716000000.0
Total Unusual Items,-343000000.0,0.0,-781000000.0,0.0
Total Unusual Items Excluding Goodwill,-343000000.0,0.0,-781000000.0,0.0
Net Income From Continuing Operation Net Minority Interest,474000000.0,800000000.0,-648000000.0,3238000000.0
Reconciled Depreciation,1361000000.0,1400000000.0,1339000000.0,1202000000.0
Reconciled Cost Of Revenue,50879000000.0,49682000000.0,50250000000.0,46614000000.0
EBITDA,2579000000.0,2973000000.0,1016000000.0,5716000000.0
EBIT,1218000000.0,1573000000.0,-323000000.0,4514000000.0
Net Interest Income,-376000000.0,-392000000.0,-325000000.0,-348000000.0
Interest Expense,449000000.0,481000000.0,355000000.0,365000000.0
Interest Income,73000000.0,89000000.0,30000000.0,17000000.0
Normalized Income,700037000.0,800000000.0,99594395.280236,3238000000.0
Net Income From Continuing And Discontinued Operation,474000000.0,800000000.0,-648000000.0,3238000000.0
Total Expenses,53000000000.0,51900000000.0,52495000000.0,48872000000.0
Total Operating Income As Reported,1098000000.0,1409000000.0,-395000000.0,4410000000.0
Diluted Average Shares,356390977.0,355555556.0,354000000.0,363000000.0
Basic Average Shares,345985401.0,346320346.0,354000000.0,360000000.0
Diluted EPS,1.33,2.25,-1.87,8.92
Basic EPS,1.37,2.31,-1.87,9.18
Diluted NI Availto Com Stockholders,474000000.0,800000000.0,-648000000.0,3238000000.0
Net Income Common Stockholders,474000000.0,800000000.0,-648000000.0,3238000000.0
Net Income,474000000.0,800000000.0,-648000000.0,3238000000.0
Minority Interests,-33000000.0,-22000000.0,1000000.0,-11000000.0
Net Income Including Noncontrolling Interests,507000000.0,822000000.0,-649000000.0,3249000000.0
Net Income Continuous Operations,507000000.0,822000000.0,-649000000.0,3249000000.0
Tax Provision,262000000.0,270000000.0,-29000000.0,900000000.0
Pretax Income,769000000.0,1092000000.0,-678000000.0,4149000000.0
Other Income Expense,-296000000.0,75000000.0,-739000000.0,87000000.0
Other Non Operating Income Expenses,47000000.0,75000000.0,42000000.0,87000000.0
Special Income Charges,-343000000.0,0.0,-781000000.0,0.0
Impairment Of Capital Assets,343000000.0,0.0,781000000.0,0.0
Net Non Operating Interest Income Expense,-376000000.0,-392000000.0,-325000000.0,-348000000.0
Interest Expense Non Operating,449000000.0,481000000.0,355000000.0,365000000.0
Interest Income Non Operating,73000000.0,89000000.0,30000000.0,17000000.0
Operating Income,1441000000.0,1409000000.0,386000000.0,4410000000.0
Operating Expense,2121000000.0,2218000000.0,2245000000.0,2258000000.0
Selling General And Administration,2121000000.0,2218000000.0,2245000000.0,2258000000.0
Gross Profit,3562000000.0,3627000000.0,2631000000.0,6668000000.0
Cost Of Revenue,50879000000.0,49682000000.0,50250000000.0,46614000000.0
Total Revenue,54441000000.0,53309000000.0,52881000000.0,53282000000.0
Operating Revenue,54441000000.0,53309000000.0,52881000000.0,53282000000.0
