,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,-69720000.0,0.0,0.0,
Tax Rate For Calcs,0.291339,0.147059,0.21,0.21,0.23431,
Normalized EBITDA,607000000.0,506000000.0,967000000.0,492000000.0,946000000.0,
Total Unusual Items,,0.0,-332000000.0,,,0.0
Total Unusual Items Excluding Goodwill,,0.0,-332000000.0,,,0.0
Net Income From Continuing Operation Net Minority Interest,85000000.0,47000000.0,61000000.0,7000000.0,359000000.0,
Reconciled Depreciation,376000000.0,332000000.0,329000000.0,352000000.0,348000000.0,
Reconciled Cost Of Revenue,13505000000.0,13134000000.0,12743000000.0,12474000000.0,12528000000.0,
EBITDA,607000000.0,506000000.0,635000000.0,492000000.0,946000000.0,
EBIT,231000000.0,174000000.0,306000000.0,140000000.0,598000000.0,
Net Interest Income,-91000000.0,-90000000.0,-98000000.0,-93000000.0,-95000000.0,
Interest Expense,104000000.0,106000000.0,113000000.0,110000000.0,120000000.0,
Interest Income,13000000.0,16000000.0,15000000.0,17000000.0,25000000.0,
Normalized Income,85000000.0,47000000.0,323280000.0,7000000.0,359000000.0,
Net Income From Continuing And Discontinued Operation,85000000.0,47000000.0,61000000.0,7000000.0,359000000.0,
Total Expenses,14011000000.0,13702000000.0,13281000000.0,12974000000.0,13043000000.0,
Total Operating Income As Reported,302000000.0,158000000.0,260000000.0,100000000.0,580000000.0,
Diluted Average Shares,354166667.0,361538462.0,358823529.0,350000000.0,357000000.0,
Basic Average Shares,340000000.0,335714286.0,338888889.0,350000000.0,355000000.0,
Diluted EPS,0.24,0.13,0.17,0.02,1.01,
Basic EPS,0.25,0.14,0.18,0.02,1.03,
Diluted NI Availto Com Stockholders,85000000.0,47000000.0,61000000.0,7000000.0,359000000.0,
Net Income Common Stockholders,85000000.0,47000000.0,61000000.0,7000000.0,359000000.0,
Net Income,85000000.0,47000000.0,61000000.0,7000000.0,359000000.0,
Minority Interests,-5000000.0,-11000000.0,-8000000.0,-7000000.0,-7000000.0,
Net Income Including Noncontrolling Interests,90000000.0,58000000.0,69000000.0,14000000.0,366000000.0,
Net Income Continuous Operations,90000000.0,58000000.0,69000000.0,14000000.0,366000000.0,
Tax Provision,37000000.0,10000000.0,124000000.0,16000000.0,112000000.0,
Pretax Income,127000000.0,68000000.0,193000000.0,30000000.0,478000000.0,
Other Income Expense,-84000000.0,0.0,-312000000.0,23000000.0,-7000000.0,
Other Non Operating Income Expenses,-84000000.0,50000000.0,-3000000.0,23000000.0,-7000000.0,
Special Income Charges,,-7000000.0,-343000000.0,,,0.0
Impairment Of Capital Assets,,0.0,343000000.0,,,0.0
Earnings From Equity Interest,,,23000000.0,,,
Gain On Sale Of Security,,,11000000.0,,,
Net Non Operating Interest Income Expense,-91000000.0,-90000000.0,-98000000.0,-93000000.0,-95000000.0,
Interest Expense Non Operating,104000000.0,106000000.0,113000000.0,110000000.0,120000000.0,
Interest Income Non Operating,13000000.0,16000000.0,15000000.0,17000000.0,25000000.0,
Operating Income,302000000.0,158000000.0,603000000.0,100000000.0,580000000.0,
Operating Expense,506000000.0,568000000.0,538000000.0,500000000.0,515000000.0,
Selling General And Administration,506000000.0,568000000.0,538000000.0,500000000.0,515000000.0,
Gross Profit,808000000.0,726000000.0,1141000000.0,600000000.0,1095000000.0,
Cost Of Revenue,13505000000.0,13134000000.0,12743000000.0,12474000000.0,12528000000.0,
Total Revenue,14313000000.0,13860000000.0,13884000000.0,13074000000.0,13623000000.0,
Operating Revenue,14313000000.0,13860000000.0,13884000000.0,13074000000.0,13623000000.0,
