period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,4077323460,4029772330,4124000000,19,3777000000,0.0795
+1q,4096390490,4009461360,4217643000,19,3755000000,0.090900004
0y,16487780149,16351325960,16590802000,21,15336000000,0.075100005
+1y,17697585500,17500000000,17916000000,21,16487780149,0.0734
