,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0321,9741622,4193962996,-0.0095
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.025799999,7817017,3365382072,0.0138
2,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.013099999,3989160,1717413119,-0.0094
3,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.012999999,3945137,1698460337,0.0017
4,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.012,3651766,1572158258,-0.0185
5,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Growth Index Fund,0.0111,3368028,1450003377,-0.0194
6,2026-01-31,SELECT SECTOR SPDR TRUST-State Street Financial Select Sector SPDR ETF,0.0073,2220420,955935194,0.0579
7,2025-12-31,VANGUARD INSTITUTIONAL INDEX FUNDS-Vanguard Institutional Index Fund,0.0058999998,1779014,765901087,-0.0232
8,2026-01-31,VANGUARD SPECIALIZED FUNDS-Vanguard Dividend Appreciation Index Fund,0.0057,1715847,738706431,0.0050999997
9,2026-01-31,VANGUARD SPECIALIZED FUNDS-Vanguard Dividend Growth Fund,0.0055,1669413,718715666,-0.1216
