period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,4.82854,4.7,4.95,4.37,21,0.104899995
+1q,4.9666,4.80207,5.18,4.43,21,0.12109999
0y,19.61783,18.95,19.94,17.83,24,0.1003
+1y,22.07539,21.46269,22.71,19.61783,24,0.12529999
