Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-03-11,2026-02-25,"[datetime.date(2026, 4, 28)]",4.95,4.7,4.82854,4124000000,4029772330,4077323460
