period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.44517,1.35,1.59,1.17,22,0.2352
+1q,1.68922,1.59,1.91277,1.31,19,0.2895
0y,7.2122,6.81,7.50275,6.12,24,0.1785
+1y,8.80951,7.39,9.6,7.2122,24,0.2215
