,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,26740961.293067,-382854.764877,856230.031949,0.0,1362723.214286,
Tax Rate For Calcs,0.158231,0.191427,0.142705,0.096606,0.123884,
Normalized EBITDA,3410000000.0,3587000000.0,3004000000.0,1510000000.0,2055000000.0,
Total Unusual Items,169000000.0,-2000000.0,6000000.0,0.0,11000000.0,
Total Unusual Items Excluding Goodwill,169000000.0,-2000000.0,6000000.0,0.0,11000000.0,
Net Income From Continuing Operation Net Minority Interest,1535000000.0,1370000000.0,1216000000.0,-74000000.0,371000000.0,
Reconciled Depreciation,828000000.0,841000000.0,789000000.0,793000000.0,826000000.0,
Reconciled Cost Of Revenue,29689000000.0,32041000000.0,30814000000.0,30153000000.0,31384000000.0,
EBITDA,3579000000.0,3585000000.0,3010000000.0,1510000000.0,2066000000.0,
EBIT,2751000000.0,2744000000.0,2221000000.0,717000000.0,1240000000.0,
Net Interest Income,-360000000.0,-304000000.0,-319000000.0,-299000000.0,-245000000.0,
Interest Expense,400000000.0,341000000.0,343000000.0,334000000.0,344000000.0,
Interest Income,41000000.0,41000000.0,31000000.0,46000000.0,197000000.0,
Normalized Income,1392740961.293067,1371617145.235123,1210856230.031949,-74000000.0,361362723.214286,
Net Income From Continuing And Discontinued Operation,1535000000.0,1370000000.0,1216000000.0,-74000000.0,371000000.0,
Total Expenses,30728000000.0,33136000000.0,31904000000.0,31163000000.0,32325000000.0,
Total Operating Income As Reported,,,,687000000.0,,1349000000.0
Diluted Average Shares,300000000.0,304000000.0,307000000.0,313000000.0,321000000.0,
Basic Average Shares,299000000.0,303000000.0,307000000.0,313000000.0,320000000.0,
Diluted EPS,5.12,4.51,3.96,-0.24,1.15,
Basic EPS,5.13,4.51,3.96,-0.24,1.16,
Diluted NI Availto Com Stockholders,1534000000.0,1368000000.0,1216000000.0,-74000000.0,370000000.0,
Net Income Common Stockholders,1534000000.0,1368000000.0,1216000000.0,-74000000.0,370000000.0,
Otherunder Preferred Stock Dividend,1000000.0,2000000.0,,0.0,1000000.0,0.0
Net Income,1535000000.0,1370000000.0,1216000000.0,-74000000.0,371000000.0,
Minority Interests,-444000000.0,-573000000.0,-394000000.0,-420000000.0,-414000000.0,
Net Income Including Noncontrolling Interests,1979000000.0,1943000000.0,1610000000.0,346000000.0,785000000.0,
Net Income Continuous Operations,1979000000.0,1943000000.0,1610000000.0,346000000.0,785000000.0,
Tax Provision,372000000.0,460000000.0,268000000.0,37000000.0,111000000.0,
Pretax Income,2351000000.0,2403000000.0,1878000000.0,383000000.0,896000000.0,
Other Income Expense,865000000.0,1034000000.0,302000000.0,328000000.0,329000000.0,
Other Non Operating Income Expenses,492000000.0,60000000.0,84000000.0,98000000.0,66000000.0,
Special Income Charges,169000000.0,-2000000.0,6000000.0,0.0,11000000.0,
Gain On Sale Of Ppe,169000000.0,-2000000.0,6000000.0,0.0,11000000.0,
Earnings From Equity Interest,204000000.0,976000000.0,212000000.0,230000000.0,252000000.0,
Net Non Operating Interest Income Expense,-360000000.0,-304000000.0,-319000000.0,-299000000.0,-245000000.0,
Total Other Finance Cost,1000000.0,4000000.0,7000000.0,11000000.0,98000000.0,
Interest Expense Non Operating,400000000.0,341000000.0,343000000.0,334000000.0,344000000.0,
Interest Income Non Operating,41000000.0,41000000.0,31000000.0,46000000.0,197000000.0,
Operating Income,1846000000.0,1673000000.0,1895000000.0,354000000.0,812000000.0,
Operating Expense,1039000000.0,1095000000.0,1090000000.0,1010000000.0,941000000.0,
Other Taxes,203000000.0,232000000.0,223000000.0,227000000.0,137000000.0,
Selling General And Administration,836000000.0,863000000.0,867000000.0,783000000.0,804000000.0,
General And Administrative Expense,836000000.0,863000000.0,867000000.0,783000000.0,804000000.0,
Other Gand A,836000000.0,863000000.0,867000000.0,783000000.0,804000000.0,
Salaries And Wages,,,,,,-8000000.0
Gross Profit,2885000000.0,2768000000.0,2985000000.0,1364000000.0,1753000000.0,
Cost Of Revenue,29689000000.0,32041000000.0,30814000000.0,30153000000.0,31384000000.0,
Total Revenue,32574000000.0,34809000000.0,33799000000.0,31517000000.0,33137000000.0,
Operating Revenue,32574000000.0,34809000000.0,33799000000.0,31517000000.0,33137000000.0,
