period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.10723,1.09,1.13273,0.86,19,0.2875
+1q,1.13463,1.1,1.18,0.91,19,0.2468
0y,4.61273,4.45,4.76,3.77,22,0.2235
+1y,5.50628,5.2,5.90542,4.61273,20,0.19370002
