period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,2238613600,2225000000,2257150000,18,1942000000,0.1527
+1q,2304567660,2254380000,2424000000,18,2053000000,0.1225
0y,9277281410,9034000000,9682000000,22,8252000000,0.1242
+1y,10395372340,9904914000,11021101050,20,9277281410,0.1205
