Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-02-25,2026-02-06,"[datetime.date(2026, 4, 30)]",1.13273,1.09,1.10723,2257150000,2225000000,2238613600
