period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,4201004100,4075000000,4302800000,9,3867372000,0.0863
+1q,4563703210,4458400000,4610000000,9,4304400000,0.0602
0y,18138397830,17980000000,18297000000,9,16986421999,0.0678
+1y,19417139950,18833000000,19864848000,8,18138397830,0.0705
