,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1189,5294480,4003526851,-0.0072000003
1,2025-12-31,Blackrock Inc.,0.089099996,3966861,2999621214,0.0218
2,2025-12-31,"FMR, LLC",0.0545,2425130,1833810510,-0.08180001
3,2025-12-31,State Street Corporation,0.0425,1893792,1432028664,0.022
4,2025-12-31,"Geode Capital Management, LLC",0.032,1425523,1077937702,0.0055
5,2025-12-31,Victory Capital Management Inc.,0.0287,1276966,965603358,0.3451
6,2025-12-31,Invesco Ltd.,0.0179,799271,604384738,0.1046
7,2025-12-31,Kayne Anderson Rudnick Investment Management LLC,0.0166,739460,559157455,-0.0654
8,2025-12-31,"AQR Capital Management, LLC",0.015,667698,504893185,0.064
9,2025-12-31,NORGES BANK,0.0143,636986,481669692,-0.0111
