period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.71964,0.71,0.73,0.61,12,0.17969999
+1q,0.79597,0.76,0.82,0.71,12,0.12109999
0y,3.54844,3.51,3.58169,3.13,13,0.1337
+1y,4.04296,3.87,4.39,3.54844,13,0.13939999
