period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,905568360,901000000,909000000,11,840600000,0.0773
+1q,945966450,940700000,954000000,11,875700000,0.0802
0y,3866219210,3851800000,3881000000,12,3587300000,0.077800006
+1y,4184846820,4108000000,4314000000,11,3866219210,0.082399994
