,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-82004739.336493,-179341176.470588,-98829000.0,-84530154.2777
Tax Rate For Calcs,0.28673,0.323137,0.139,0.147265
Normalized EBITDA,3357000000.0,3290000000.0,3248000000.0,3302000000.0
Total Unusual Items,-286000000.0,-555000000.0,-711000000.0,-574000000.0
Total Unusual Items Excluding Goodwill,-286000000.0,-555000000.0,-711000000.0,-574000000.0
Net Income From Continuing Operation Net Minority Interest,1193000000.0,851000000.0,929000000.0,1205000000.0
Reconciled Depreciation,1203000000.0,1227000000.0,1211000000.0,1223000000.0
Reconciled Cost Of Revenue,8613000000.0,8987000000.0,9392000000.0,9915000000.0
EBITDA,3071000000.0,2735000000.0,2537000000.0,2728000000.0
EBIT,1868000000.0,1508000000.0,1326000000.0,1505000000.0
Net Interest Income,-44000000.0,-101000000.0,50000000.0,45000000.0
Interest Expense,180000000.0,233000000.0,233000000.0,79000000.0
Interest Income,136000000.0,132000000.0,283000000.0,124000000.0
Normalized Income,1396995260.663507,1226658823.529412,1541171000.0,1694469845.7223
Net Income From Continuing And Discontinued Operation,1094000000.0,907000000.0,735000000.0,1147000000.0
Total Expenses,14782000000.0,14812000000.0,15116000000.0,15527000000.0
Diluted Average Shares,681400000.0,696000000.0,711900000.0,724500000.0
Basic Average Shares,680000000.0,693700000.0,709000000.0,720800000.0
Diluted EPS,1.6,1.3,1.03,1.58
Basic EPS,1.6,1.31,1.04,1.59
Diluted NI Availto Com Stockholders,1094000000.0,907000000.0,735000000.0,1147000000.0
Net Income Common Stockholders,1094000000.0,907000000.0,735000000.0,1147000000.0
Net Income,1094000000.0,907000000.0,735000000.0,1147000000.0
Minority Interests,-11000000.0,-12000000.0,-12000000.0,-11000000.0
Net Income Including Noncontrolling Interests,1105000000.0,919000000.0,747000000.0,1158000000.0
Net Income Discontinuous Operations,-99000000.0,56000000.0,-194000000.0,-58000000.0
Net Income Continuous Operations,1204000000.0,863000000.0,941000000.0,1216000000.0
Tax Provision,484000000.0,412000000.0,152000000.0,210000000.0
Pretax Income,1688000000.0,1275000000.0,1093000000.0,1426000000.0
Other Income Expense,-887000000.0,-720000000.0,-1067000000.0,-547000000.0
Other Non Operating Income Expenses,-614000000.0,-180000000.0,-366000000.0,7000000.0
Special Income Charges,-105000000.0,-271000000.0,-314000000.0,-345000000.0
Gain On Sale Of Business,41000000.0,17000000.0,22000000.0,18000000.0
Restructuring And Mergern Acquisition,146000000.0,288000000.0,336000000.0,363000000.0
Earnings From Equity Interest,13000000.0,15000000.0,10000000.0,20000000.0
Gain On Sale Of Security,-181000000.0,-284000000.0,-397000000.0,-229000000.0
Net Non Operating Interest Income Expense,-44000000.0,-101000000.0,50000000.0,45000000.0
Interest Expense Non Operating,180000000.0,233000000.0,233000000.0,79000000.0
Interest Income Non Operating,136000000.0,132000000.0,283000000.0,124000000.0
Operating Income,2619000000.0,2096000000.0,2110000000.0,1928000000.0
Operating Expense,5610000000.0,5283000000.0,5196000000.0,5091000000.0
Depreciation Amortization Depletion Income Statement,644000000.0,685000000.0,683000000.0,702000000.0
Depreciation And Amortization In Income Statement,644000000.0,685000000.0,683000000.0,702000000.0
Amortization,644000000.0,685000000.0,683000000.0,702000000.0
Amortization Of Intangibles Income Statement,644000000.0,685000000.0,683000000.0,702000000.0
Research And Development,1474000000.0,1402000000.0,1337000000.0,1216000000.0
Selling General And Administration,3492000000.0,3196000000.0,3176000000.0,3173000000.0
Gross Profit,8229000000.0,7379000000.0,7306000000.0,7019000000.0
Cost Of Revenue,9172000000.0,9529000000.0,9920000000.0,10436000000.0
Total Revenue,17401000000.0,16908000000.0,17226000000.0,17455000000.0
Operating Revenue,17401000000.0,16908000000.0,17226000000.0,17455000000.0
