,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1158,19650532,3355131941,0.0082
1,2025-12-31,Blackrock Inc.,0.0834,14160073,2417690941,-0.0425
2,2025-12-31,Harris Associates L.P.,0.066700004,11319718,1932728713,-0.0058999998
3,2025-12-31,State Street Corporation,0.043899998,7446912,1271485795,-0.0135
4,2025-12-31,"Geode Capital Management, LLC",0.025799999,4374971,746982572,0.0056
5,2025-12-31,Boston Partners,0.0241,4087380,697879283,0.1492
6,2025-12-31,JPMORGAN CHASE & CO,0.0224,3799600,648743724,-0.42119998
7,2025-12-31,"FMR, LLC",0.020499999,3478255,593877277,-0.0511
8,2025-12-31,Artisan Partners Limited Partnership,0.0199,3371385,575630293,-0.0182
9,2025-12-31,Alliancebernstein L.P.,0.0195,3304031,564130271,-0.081599995
