period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,4101002060,4060000000,4134000000,17,3829000000,0.071
+1q,4249364500,4221872000,4278900000,17,4017000000,0.057800002
0y,17241886140,17159686000,17318352410,21,16310000000,0.0571
+1y,18253842270,18061556090,18717000000,21,17241886140,0.0587
