,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.09770001,54909180,7318844233,0.0106
1,2025-12-31,Blackrock Inc.,0.0723,40624262,5414807609,0.0163
2,2025-12-31,State Street Corporation,0.048899997,27483440,3663267533,0.0201
3,2025-12-31,JPMORGAN CHASE & CO,0.0343,19283287,2570269194,-0.5486
4,2025-12-31,Bank of America Corporation,0.031400003,17639789,2351207357,0.056999996
5,2025-12-31,"Wellington Management Group, LLP",0.0231,12971878,1729021531,-0.0691
6,2025-12-31,"Geode Capital Management, LLC",0.0219,12328324,1643242223,0.0062
7,2025-12-31,Morgan Stanley,0.021,11806049,1573628191,-0.019199999
8,2025-12-31,Wells Fargo & Company,0.019299999,10840109,1444878055,0.0125
9,2025-12-31,NORGES BANK,0.014099999,7911694,1054549640,0.1481
