,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.031400003,17654955,2353228833,-0.0034999999
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0252,14167278,1888356389,0.020299999
2,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128999995,7229412,963608276,-0.0094
3,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0127,7149607,952971069,0.0017
4,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0117999995,6606735,880611663,-0.0185
5,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Value Index Fund,0.0092,5170096,689122061,0.023
6,2025-12-31,VANGUARD FENWAY FUNDS-Vanguard Equity Income Fund,0.0073,4115686,548579759,-0.0573
7,2025-12-31,J.P. Morgan Exch-Trd Fd. TRT-JPMorgan Eqy. Premium Income ETF,0.0066000004,3686703,491400618,-0.080699995
8,2026-02-28,SELECT SECTOR SPDR TRT-State Street Industrial Select Sector SPDR ETF,0.0058,3260501,434592156,0.0617
9,2025-12-31,VANGUARD INSTITUTIONAL INDEX FUNDS-Vanguard Institutional Index Fund,0.0057,3224002,429727204,-0.0175
