,2025-09-30,2024-09-30,2023-09-30,2022-09-30
Tax Effect Of Unusual Items,-104754000.0,-88374000.0,-37349000.0,-63958000.0
Tax Rate For Calcs,0.237,0.206,0.221,0.226
Normalized EBITDA,5281000000.0,4461000000.0,4384000000.0,3785000000.0
Total Unusual Items,-442000000.0,-429000000.0,-169000000.0,-283000000.0
Total Unusual Items Excluding Goodwill,-442000000.0,-429000000.0,-169000000.0,-283000000.0
Net Income From Continuing Operation Net Minority Interest,2285000000.0,1618000000.0,2280000000.0,1884000000.0
Reconciled Depreciation,1518000000.0,1689000000.0,1051000000.0,842000000.0
Reconciled Cost Of Revenue,7863000000.0,7995000000.0,7169000000.0,6992000000.0
EBITDA,4839000000.0,4032000000.0,4215000000.0,3502000000.0
EBIT,3321000000.0,2343000000.0,3164000000.0,2660000000.0
Net Interest Income,-237000000.0,-89000000.0,7000000.0,-194000000.0
Interest Expense,387000000.0,323000000.0,261000000.0,228000000.0
Interest Income,150000000.0,234000000.0,268000000.0,34000000.0
Normalized Income,2622246000.0,1958626000.0,2411651000.0,2103042000.0
Net Income From Continuing And Discontinued Operation,2293000000.0,1968000000.0,13219000000.0,3231000000.0
Total Expenses,14484000000.0,14826000000.0,12406000000.0,11448000000.0
Diluted Average Shares,566700000.0,574000000.0,577300000.0,596300000.0
Basic Average Shares,562800000.0,570200000.0,572000000.0,591400000.0
Diluted EPS,4.04,3.43,22.88,5.41
Basic EPS,4.074271,3.451421,23.11014,5.463307
Diluted NI Availto Com Stockholders,2293000000.0,1968000000.0,13219000000.0,3231000000.0
Net Income Common Stockholders,2293000000.0,1968000000.0,13219000000.0,3231000000.0
Net Income,2293000000.0,1968000000.0,13219000000.0,3231000000.0
Minority Interests,47000000.0,13000000.0,19000000.0,1000000.0
Net Income Including Noncontrolling Interests,2246000000.0,1955000000.0,13200000000.0,3230000000.0
Net Income Discontinuous Operations,8000000.0,350000000.0,10939000000.0,1347000000.0
Net Income Continuous Operations,2238000000.0,1605000000.0,2261000000.0,1883000000.0
Tax Provision,696000000.0,415000000.0,642000000.0,549000000.0
Pretax Income,2934000000.0,2020000000.0,2903000000.0,2432000000.0
Other Income Expense,-361000000.0,-557000000.0,137000000.0,270000000.0
Other Non Operating Income Expenses,81000000.0,-207000000.0,145000000.0,100000000.0
Special Income Charges,-350000000.0,-324000000.0,-188000000.0,-301000000.0
Gain On Sale Of Business,0.0,0.0,-47000000.0,-135000000.0
Write Off,0.0,,,
Restructuring And Mergern Acquisition,350000000.0,324000000.0,141000000.0,166000000.0
Earnings From Equity Interest,0.0,79000000.0,161000000.0,453000000.0
Gain On Sale Of Security,-92000000.0,-105000000.0,19000000.0,18000000.0
Net Non Operating Interest Income Expense,-237000000.0,-89000000.0,7000000.0,-194000000.0
Interest Expense Non Operating,387000000.0,323000000.0,261000000.0,228000000.0
Interest Income Non Operating,150000000.0,234000000.0,268000000.0,34000000.0
Operating Income,3532000000.0,2666000000.0,2759000000.0,2356000000.0
Operating Expense,5987000000.0,6219000000.0,4668000000.0,3950000000.0
Depreciation Amortization Depletion Income Statement,884000000.0,1077000000.0,482000000.0,336000000.0
Depreciation And Amortization In Income Statement,884000000.0,1077000000.0,482000000.0,336000000.0
Amortization,884000000.0,1077000000.0,482000000.0,336000000.0
Amortization Of Intangibles Income Statement,884000000.0,1077000000.0,482000000.0,336000000.0
Selling General And Administration,5103000000.0,5142000000.0,4186000000.0,3614000000.0
General And Administrative Expense,5103000000.0,5142000000.0,4186000000.0,3614000000.0
Other Gand A,5103000000.0,5142000000.0,4186000000.0,3614000000.0
Gross Profit,9519000000.0,8885000000.0,7427000000.0,6306000000.0
Cost Of Revenue,8497000000.0,8607000000.0,7738000000.0,7498000000.0
Total Revenue,18016000000.0,17492000000.0,15165000000.0,13804000000.0
Operating Revenue,18016000000.0,17492000000.0,15165000000.0,13804000000.0
