,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0315,17622393,4065838534,-0.0005
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0252,14140997,3262610845,0.0227
2,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128999995,7216854,1665072563,-0.0094
3,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0127,7137208,1646696638,0.0017
4,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0117999995,6594302,1521437365,-0.020299999
5,2026-02-28,Fidelity Contrafund,0.010199999,5689897,1312773042,0.0844
6,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Value Index Fund,0.0092,5162208,1191024636,0.0257
7,2025-11-30,MFS SERIES TRUST I-MFS Value Fund,0.0078,4355664,1004938803,-0.025
8,2025-12-31,JPMorgan Trust I-JPMorgan U.S. Equity Fund,0.0061000003,3393236,782887414,-0.044899996
9,2025-12-31,VANGUARD INSTITUTIONAL INDEX FUNDS-Vanguard Institutional Index Fund,0.0057,3218687,742615468,-0.015
