period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.9694,2.83,3.06,2.92,26,0.016900001
+1q,4.42448,3.56,4.56,4.33,26,0.0218
0y,12.62049,12.37,12.933,12.28,31,0.0277
+1y,13.66556,12.75,14.43,12.62049,31,0.0828
