period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,10132979500,9793000000,10551169010,4,8910000000,0.1373
+1q,10991245820,10757000000,11208719270,4,9754000000,0.1268
0y,45377058880,43460000000,46776000000,6,40550000000,0.118999995
+1y,49499433440,46060000000,51705000000,6,45377058880,0.0908
