period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.12311,0.94,1.277,0.86,11,0.3059
+1q,1.51406,1.39,1.67301,1.19,10,0.2723
0y,7.51286,7.31,7.65,6.38,10,0.1776
+1y,8.69305,8.08,9.15,7.51286,11,0.1571
