Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2024-04-19,"[datetime.date(2026, 4, 23)]",1.277,0.94,1.12311,10551169010,9793000000,10132979500
