period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.26672,2.13961,2.36798,2.26,5,0.003
+1q,0.68898,0.54,0.823,0.67,5,0.028299998
0y,6.0896,6.0081,6.192,5.7,15,0.0684
+1y,6.48101,6.35,6.614,6.0896,14,0.0643
