period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,4.42508,3.67,4.91,4.06,22,0.089899994
+1q,4.73578,4.18,5.32,4.52,21,0.0477
0y,19.16691,17.49,21.1,18.4,27,0.0417
+1y,21.91151,18.98,26.8,19.16691,25,0.1432
