period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.74326,0.73,0.77,0.72,15,0.0323
+1q,0.86349,0.84799,0.9,0.8,15,0.0794
0y,3.53125,3.4715,3.57334,3.34,16,0.0573
+1y,3.89282,3.67007,4.0,3.53125,15,0.1024
