period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.95478,0.89,1.05,0.95,13,0.005
+1q,1.09318,1.01,1.16,1.07,13,0.0217
0y,4.01109,3.9,4.1,3.85,13,0.0418
+1y,4.34912,4.25,4.52,4.01109,12,0.084300004
