,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,-4206400.0,-4530800.0,0.0
Tax Rate For Calcs,0.236,0.239,0.241,0.21
Normalized EBITDA,813700000.0,804100000.0,842600000.0,310000000.0
Total Unusual Items,0.0,-17600000.0,-18800000.0,0.0
Total Unusual Items Excluding Goodwill,0.0,-17600000.0,-18800000.0,0.0
Net Income From Continuing Operation Net Minority Interest,546200000.0,533600000.0,556600000.0,235700000.0
Reconciled Depreciation,85100000.0,78800000.0,78300000.0,76900000.0
Reconciled Cost Of Revenue,2342800000.0,2362000000.0,2368000000.0,2424300000.0
EBITDA,813700000.0,786500000.0,823800000.0,310000000.0
EBIT,728600000.0,707700000.0,745500000.0,233100000.0
Net Interest Income,-13500000.0,-6700000.0,-12000000.0,-9400000.0
Interest Expense,13500000.0,6700000.0,12000000.0,9400000.0
Normalized Income,546200000.0,546993600.0,570869200.0,235700000.0
Net Income From Continuing And Discontinued Operation,546200000.0,533600000.0,556600000.0,235700000.0
Total Expenses,3102200000.0,3101300000.0,3095400000.0,3095200000.0
Diluted Average Shares,141914840.0,147084000.0,151016000.0,155779000.0
Basic Average Shares,141029845.0,147084000.0,151016000.0,151179079.0
Diluted EPS,3.85,3.627859,3.685702,1.51
Basic EPS,3.87,3.627859,3.685702,1.559078
Diluted NI Availto Com Stockholders,546200000.0,533600000.0,556600000.0,235700000.0
Net Income Common Stockholders,546200000.0,533600000.0,556600000.0,235700000.0
Net Income,546200000.0,533600000.0,556600000.0,235700000.0
Net Income Including Noncontrolling Interests,546200000.0,533600000.0,556600000.0,235700000.0
Net Income Continuous Operations,546200000.0,533600000.0,556600000.0,235700000.0
Tax Provision,168900000.0,167400000.0,176900000.0,-12000000.0
Pretax Income,715100000.0,701000000.0,733500000.0,223700000.0
Other Income Expense,600000.0,-9100000.0,-11900000.0,-425600000.0
Other Non Operating Income Expenses,600000.0,8500000.0,6900000.0,-425600000.0
Special Income Charges,0.0,-17600000.0,-18800000.0,0.0
Restructuring And Mergern Acquisition,0.0,17600000.0,18800000.0,0.0
Net Non Operating Interest Income Expense,-13500000.0,-6700000.0,-12000000.0,-9400000.0
Interest Expense Non Operating,13500000.0,6700000.0,12000000.0,9400000.0
Operating Income,728000000.0,716800000.0,757400000.0,658700000.0
Operating Expense,759400000.0,739300000.0,727400000.0,670900000.0
Selling General And Administration,759400000.0,739300000.0,727400000.0,670900000.0
Gross Profit,1487400000.0,1456100000.0,1484800000.0,1329600000.0
Cost Of Revenue,2342800000.0,2362000000.0,2368000000.0,2424300000.0
Total Revenue,3830200000.0,3818100000.0,3852800000.0,3753900000.0
Operating Revenue,3830200000.0,3818100000.0,3852800000.0,3753900000.0
