period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,979908640,956100000,1007876000,13,963900000,0.0166
+1q,1035054370,993600000,1054700000,13,1011300000,0.0235
0y,3965844050,3937000000,4006000000,13,3830200000,0.0354
+1y,4114551020,4030970000,4235900000,12,3965844050,0.0375
