,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,-65727000.0,-46812000.0,-17550000.0,-199650000.0
Tax Rate For Calcs,0.201,0.166,0.195,0.33
Normalized EBITDA,5587000000.0,4958000000.0,5576000000.0,3471000000.0
Total Unusual Items,-327000000.0,-282000000.0,-90000000.0,-605000000.0
Total Unusual Items Excluding Goodwill,-327000000.0,-282000000.0,-90000000.0,-605000000.0
Net Income From Continuing Operation Net Minority Interest,3295000000.0,3002000000.0,3563000000.0,1119000000.0
Reconciled Depreciation,636000000.0,635000000.0,608000000.0,760000000.0
Reconciled Cost Of Revenue,345728000000.0,296123000000.0,264353000000.0,250836000000.0
EBITDA,5260000000.0,4676000000.0,5486000000.0,2866000000.0
EBIT,4624000000.0,4041000000.0,4878000000.0,2106000000.0
Net Interest Income,-92000000.0,-134000000.0,-141000000.0,-168000000.0
Interest Expense,265000000.0,252000000.0,248000000.0,178000000.0
Interest Income,173000000.0,118000000.0,107000000.0,10000000.0
Normalized Income,3556273000.0,3237188000.0,3635450000.0,1524350000.0
Net Income From Continuing And Discontinued Operation,3295000000.0,3002000000.0,3560000000.0,1114000000.0
Total Expenses,354235000000.0,304780000000.0,272129000000.0,261373000000.0
Total Operating Income As Reported,4422000000.0,3909000000.0,4381000000.0,2038000000.0
Diluted Average Shares,128100000.0,134100000.0,142200000.0,154100000.0
Basic Average Shares,127400000.0,133200000.0,141100000.0,152300000.0
Diluted EPS,25.72,22.39,25.03,7.23
Basic EPS,25.86,22.54,25.23,7.32
Diluted NI Availto Com Stockholders,3295000000.0,3002000000.0,3560000000.0,1114000000.0
Net Income Common Stockholders,3295000000.0,3002000000.0,3560000000.0,1114000000.0
Net Income,3295000000.0,3002000000.0,3560000000.0,1114000000.0
Minority Interests,-186000000.0,-158000000.0,-162000000.0,-173000000.0
Net Income Including Noncontrolling Interests,3481000000.0,3160000000.0,3722000000.0,1287000000.0
Net Income Discontinuous Operations,0.0,0.0,-3000000.0,-5000000.0
Net Income Continuous Operations,3481000000.0,3160000000.0,3725000000.0,1292000000.0
Tax Provision,878000000.0,629000000.0,905000000.0,636000000.0
Pretax Income,4359000000.0,3789000000.0,4630000000.0,1928000000.0
Other Income Expense,-365000000.0,-248000000.0,189000000.0,-497000000.0
Other Non Operating Income Expenses,-38000000.0,34000000.0,279000000.0,108000000.0
Special Income Charges,-394000000.0,-262000000.0,-201000000.0,-746000000.0
Other Special Charges,108000000.0,147000000.0,-8000000.0,465000000.0
Impairment Of Capital Assets,,,0.0,36000000.0
Restructuring And Mergern Acquisition,286000000.0,115000000.0,209000000.0,281000000.0
Earnings From Equity Interest,,,,0.0
Gain On Sale Of Security,67000000.0,-20000000.0,111000000.0,141000000.0
Net Non Operating Interest Income Expense,-92000000.0,-134000000.0,-141000000.0,-168000000.0
Interest Expense Non Operating,265000000.0,252000000.0,248000000.0,178000000.0
Interest Income Non Operating,173000000.0,118000000.0,107000000.0,10000000.0
Operating Income,4816000000.0,4171000000.0,4582000000.0,2593000000.0
Operating Expense,8507000000.0,8657000000.0,7776000000.0,10537000000.0
Selling General And Administration,8507000000.0,8657000000.0,7776000000.0,10537000000.0
Gross Profit,13323000000.0,12828000000.0,12358000000.0,13130000000.0
Cost Of Revenue,345728000000.0,296123000000.0,264353000000.0,250836000000.0
Total Revenue,359051000000.0,308951000000.0,276711000000.0,263966000000.0
Operating Revenue,359051000000.0,308951000000.0,276711000000.0,263966000000.0
