period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,101563524230,98910333610,104920341700,12,90823000000,0.1183
+1q,105525201540,103727000000,106897000000,4,97827000000,0.0787
0y,408694218030,406045333610,412055341700,14,359051000000,0.1383
+1y,442106161910,428018856430,456000000000,14,408694218030,0.08180001
