Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
1999-07-19,"[datetime.date(2026, 5, 5)]",3.087,2.3,2.90678,1570000000,1464000000,1523045880
