period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.90678,2.3,3.087,2.98,14,-0.024600001
+1q,3.68656,3.45,3.96266,3.53,14,0.0444
0y,13.15799,12.32,14.78907,13.17,15,-0.00090000004
+1y,14.4872,13.2,16.14,13.15799,14,0.101
