period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,13303401340,12933092010,14227000000,39,11533000000,0.1535
+1q,14197562360,13689627750,15116000000,38,12651000000,0.122200005
0y,58366229940,55265800000,62004000000,52,52017000000,0.1221
+1y,66760145210,55055300000,72120000000,49,58366229940,0.1438
