period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.71652,0.49,0.994,0.83,34,-0.1367
+1q,0.80903,0.64,1.113,0.63,33,0.2842
0y,3.37194,2.66,4.697,4.73,41,-0.2871
+1y,4.3489,2.92,5.778,3.37194,40,0.2897
