,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,107309794.0,107307994.0,107247360.0,107244215.0,107060281.0,
Share Issued,107309794.0,107307994.0,107244215.0,107244215.0,107060281.0,
Total Debt,655335000.0,891915000.0,1067070000.0,630392000.0,718802000.0,
Tangible Book Value,9455891000.0,8933368000.0,8463625000.0,8104990000.0,7894588000.0,
Invested Capital,10036565000.0,9764109000.0,9518630000.0,8712477000.0,8587355000.0,
Working Capital,3774730000.0,2811914000.0,2570974000.0,2202391000.0,3011591000.0,
Net Tangible Assets,9455891000.0,8933368000.0,8463625000.0,8104990000.0,7894588000.0,
Capital Lease Obligations,156763000.0,143118000.0,94570000.0,105249000.0,109024000.0,
Common Stock Equity,9537993000.0,9015312000.0,8546130000.0,8187334000.0,7977577000.0,
Total Capitalization,9820586000.0,9297877000.0,8874102000.0,8515276000.0,8350931000.0,
Total Equity Gross Minority Interest,9537993000.0,9015312000.0,8546130000.0,8187334000.0,7977577000.0,
Stockholders Equity,9537993000.0,9015312000.0,8546130000.0,8187334000.0,7977577000.0,
Gains Losses Not Affecting Retained Earnings,-155466000.0,-154882000.0,-160916000.0,-171068000.0,-184058000.0,
Other Equity Adjustments,-155466000.0,-154882000.0,-160916000.0,-171068000.0,-184058000.0,
Retained Earnings,6791339000.0,6270456000.0,5814513000.0,5472645000.0,5263110000.0,
Additional Paid In Capital,2902013000.0,2899631000.0,2892426000.0,2885650000.0,2898418000.0,
Capital Stock,107000.0,107000.0,107000.0,107000.0,107000.0,
Common Stock,107000.0,107000.0,107000.0,107000.0,107000.0,
Total Liabilities Net Minority Interest,3783317000.0,4443997000.0,4311914000.0,3929331000.0,4146784000.0,
Total Non Current Liabilities Net Minority Interest,1529215000.0,1354143000.0,1459297000.0,1557619000.0,2069342000.0,
Other Non Current Liabilities,35512000.0,33053000.0,32999000.0,34571000.0,34074000.0,
Non Current Accrued Expenses,146017000.0,145073000.0,144599000.0,137770000.0,134394000.0,
Tradeand Other Payables Non Current,51711000.0,49584000.0,54110000.0,51086000.0,49256000.0,
Non Current Deferred Liabilities,874709000.0,719347000.0,821340000.0,914656000.0,1382521000.0,
Non Current Deferred Revenue,805018000.0,663058000.0,764819000.0,859409000.0,1327825000.0,
Non Current Deferred Taxes Liabilities,69691000.0,56289000.0,56521000.0,55247000.0,54696000.0,
Long Term Debt And Capital Lease Obligation,421266000.0,407086000.0,406249000.0,419536000.0,469097000.0,
Long Term Capital Lease Obligation,138673000.0,124521000.0,78277000.0,91594000.0,95743000.0,
