period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.83938,2.13548,3.97,1.95,21,0.45610002
+1q,4.11086,3.27,5.27,3.18,21,0.2927
0y,18.14182,14.99396,23.55,14.21,33,0.2767
+1y,23.67317,16.73612,32.57647,18.14182,31,0.3049
