,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-14133333.333333,-20709030.100334,-57648437.5,17464000.0,4090019.569472,
Tax Rate For Calcs,0.252381,0.240803,0.367188,0.236,0.215264,
Normalized EBITDA,1008000000.0,997000000.0,824000000.0,872000000.0,719000000.0,
Total Unusual Items,-56000000.0,-86000000.0,-157000000.0,74000000.0,19000000.0,
Total Unusual Items Excluding Goodwill,-56000000.0,-86000000.0,-157000000.0,74000000.0,19000000.0,
Net Income From Continuing Operation Net Minority Interest,467000000.0,450000000.0,239000000.0,506000000.0,400000000.0,
Reconciled Depreciation,234000000.0,233000000.0,209000000.0,207000000.0,192000000.0,
Reconciled Cost Of Revenue,63126000000.0,61561000000.0,57881000000.0,52700000000.0,53236000000.0,
EBITDA,952000000.0,911000000.0,667000000.0,946000000.0,738000000.0,
EBIT,718000000.0,678000000.0,458000000.0,739000000.0,546000000.0,
Net Interest Income,-88000000.0,-80000000.0,-74000000.0,-74000000.0,-35000000.0,
Interest Expense,88000000.0,80000000.0,74000000.0,74000000.0,35000000.0,
Normalized Income,508866666.666667,515290969.899666,338351562.5,449464000.0,385090019.569472,
Net Income From Continuing And Discontinued Operation,467000000.0,450000000.0,239000000.0,506000000.0,400000000.0,
Total Expenses,64864000000.0,63255000000.0,59574000000.0,54222000000.0,54734000000.0,
Total Operating Income As Reported,707000000.0,668000000.0,428000000.0,730000000.0,549000000.0,
Diluted Average Shares,237000000.0,239000000.0,240000000.0,241000000.0,243000000.0,
Basic Average Shares,236000000.0,238000000.0,239000000.0,240000000.0,242000000.0,
Diluted EPS,1.97,1.88,1.0,2.1,1.65,
Basic EPS,1.98,1.89,1.01,2.11,1.65,
Diluted NI Availto Com Stockholders,467000000.0,450000000.0,239000000.0,506000000.0,400000000.0,
Net Income Common Stockholders,467000000.0,450000000.0,239000000.0,506000000.0,400000000.0,
Net Income,467000000.0,450000000.0,239000000.0,506000000.0,400000000.0,
Minority Interests,-4000000.0,-4000000.0,-4000000.0,-2000000.0,-1000000.0,
Net Income Including Noncontrolling Interests,471000000.0,454000000.0,243000000.0,508000000.0,401000000.0,
Net Income Continuous Operations,471000000.0,454000000.0,243000000.0,508000000.0,401000000.0,
Tax Provision,159000000.0,144000000.0,141000000.0,157000000.0,110000000.0,
Pretax Income,630000000.0,598000000.0,384000000.0,665000000.0,511000000.0,
Other Income Expense,-45000000.0,-76000000.0,-127000000.0,83000000.0,16000000.0,
Other Non Operating Income Expenses,11000000.0,10000000.0,30000000.0,9000000.0,-3000000.0,
Special Income Charges,-56000000.0,-86000000.0,-157000000.0,74000000.0,19000000.0,
Gain On Sale Of Ppe,,,,17000000.0,,1000000.0
Other Special Charges,-18000000.0,,-9000000.0,-105000000.0,-31000000.0,-40000000.0
Write Off,-14000000.0,,,,3000000.0,
Impairment Of Capital Assets,,2000000.0,,,,
Restructuring And Mergern Acquisition,88000000.0,84000000.0,133000000.0,48000000.0,9000000.0,
Net Non Operating Interest Income Expense,-88000000.0,-80000000.0,-74000000.0,-74000000.0,-35000000.0,
Interest Expense Non Operating,88000000.0,80000000.0,74000000.0,74000000.0,35000000.0,
Operating Income,763000000.0,754000000.0,585000000.0,656000000.0,530000000.0,
Operating Expense,1634000000.0,1565000000.0,1617000000.0,1467000000.0,1411000000.0,
Depreciation Amortization Depletion Income Statement,130000000.0,104000000.0,133000000.0,152000000.0,105000000.0,
Depreciation And Amortization In Income Statement,130000000.0,104000000.0,133000000.0,152000000.0,105000000.0,
Amortization,130000000.0,104000000.0,133000000.0,152000000.0,105000000.0,
Amortization Of Intangibles Income Statement,130000000.0,104000000.0,133000000.0,152000000.0,105000000.0,
Selling General And Administration,1504000000.0,1461000000.0,1484000000.0,1315000000.0,1306000000.0,
Gross Profit,2397000000.0,2319000000.0,2202000000.0,2123000000.0,1941000000.0,
Cost Of Revenue,63230000000.0,61690000000.0,57957000000.0,52755000000.0,53323000000.0,
Total Revenue,65627000000.0,64009000000.0,60159000000.0,54878000000.0,55264000000.0,
Operating Revenue,65627000000.0,64009000000.0,60159000000.0,54878000000.0,55264000000.0,
