period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,61905799940,56300000000,64246192990,12,54878000000,0.12810001
+1q,65990682560,62700000000,69669072660,12,60159000000,0.09689999
0y,258686762270,255925844570,263551265640,14,222578000000,0.16219999
+1y,281840036090,272710000000,293000000000,14,258686762270,0.089499995
