period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,3.47245,3.39,3.66,1.9,19,0.8276
+1q,3.86034,3.51,4.26,2.59,19,0.4905
0y,13.02532,12.64,13.47,8.1,21,0.6081
+1y,19.91835,14.91,25.7,13.02532,22,0.52919996
