Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-03-09 00:00:00-04:00,341.82375366618913,374.0076040485241,341.40447161248795,373.67816162109375,2929900,0.0,0.0
2026-03-10 00:00:00-04:00,377.2718783363639,397.596439971509,377.2718783363639,383.6208190917969,3487000,0.0,0.0
2026-03-11 00:00:00-04:00,383.3313113734649,390.5586940580328,375.4949750871359,385.2978820800781,1970100,0.0,0.0
2026-03-12 00:00:00-04:00,382.04354403566487,384.3295647822034,368.04796929313034,373.3287658691406,2058300,0.0,0.0
2026-03-13 00:00:00-04:00,377.4116462695228,394.3021651714838,376.4832730582508,383.04180908203125,2913500,0.0,0.0
2026-03-16 00:00:00-04:00,396.80780147396274,410.08462893499035,394.9410627287597,398.0855712890625,3120200,0.0,0.0
2026-03-17 00:00:00-04:00,399.3034492639914,420.57633808637576,396.8078027060915,420.3567199707031,3469200,0.0,0.0
2026-03-18 00:00:00-04:00,418.79943517289837,422.003836794256,404.4045325526027,406.0616455078125,3830800,0.0,0.0
2026-03-19 00:00:00-04:00,395.7097093598422,436.69820570293217,387.6936938905149,433.84320068359375,4157000,0.0,0.0
2026-03-20 00:00:00-04:00,432.7451252060732,438.96428756896546,408.537352919459,410.513916015625,8620000,0.0,0.0
2026-03-23 00:00:00-04:00,419.268620485633,424.43959282682465,394.50182655552936,403.3164367675781,3864800,0.0,0.0
2026-03-24 00:00:00-04:00,402.1584782427171,425.53770999317845,394.31217962053955,424.2200012207031,3759700,0.0,0.0
2026-03-25 00:00:00-04:00,410.1600036621094,422.5299987792969,389.010009765625,413.2200012207031,3452500,0.74,0.0
2026-03-26 00:00:00-04:00,401.6600036621094,406.6499938964844,377.3299865722656,378.7900085449219,4111900,0.0,0.0
2026-03-27 00:00:00-04:00,378.5299987792969,388.07000732421875,376.0799865722656,380.07000732421875,2322500,0.0,0.0
2026-03-30 00:00:00-04:00,393.05999755859375,399.4100036621094,351.4200134277344,362.42999267578125,4159300,0.0,0.0
2026-03-31 00:00:00-04:00,371.0899963378906,392.010009765625,368.0,391.760009765625,3605200,0.0,0.0
2026-04-01 00:00:00-04:00,396.489990234375,428.17999267578125,396.30999755859375,423.1199951171875,3716000,0.0,0.0
2026-04-02 00:00:00-04:00,401.0,429.4100036621094,400.0,429.3599853515625,2376300,0.0,0.0
2026-04-06 00:00:00-04:00,450.8800048828125,470.2300109863281,449.7900085449219,453.29998779296875,4879400,0.0,0.0
2026-04-07 00:00:00-04:00,446.8045959472656,463.0,445.0010070800781,460.79998779296875,2295706,0.0,0.0
