,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0307,6705443,3089868052,0.0008
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0252,5493349,2531335152,0.0467
2,2026-01-31,"Invesco QQQ Trust, Series 1",0.021300001,4652204,2143735546,-0.0291
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.021300001,4648191,2141886356,-0.0119
4,2026-01-31,VANGUARD WINDSOR FUNDS-Vanguard Windsor II Fund,0.0138,3013518,1388629057,-0.2382
5,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128999995,2803625,1291910365,-0.0094
6,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0127,2772695,1277657822,0.0017
7,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0117999995,2566557,1182669434,-0.0185
8,2025-12-31,INVESTMENT MANAGERS SERIES TRUST-WCM Focused International Growth Fund,0.009,1971980,908688359,-0.035099998
9,2026-01-31,iShares Trust-iShares Select Dividend ETF,0.0088,1922431,885856181,-0.0152
