period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1709637220,1653000000,1785000000,6,1535099000,0.1137
+1q,1964587020,1913000000,1995000000,6,1814564000,0.08270001
0y,7975724180,7900000000,8140000000,7,7245519000,0.1008
+1y,8703147970,8420922540,9050000000,7,7975724180,0.0912
