,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.105399996,20163896,4804149139,-0.0017
1,2025-12-31,Blackrock Inc.,0.0836,15993183,3810455893,-0.0223
2,2025-12-31,State Street Corporation,0.0367,7012439,1670748688,-0.032899998
3,2025-12-31,Artisan Partners Limited Partnership,0.0298,5699823,1358011356,-0.0223
4,2025-12-31,"Geode Capital Management, LLC",0.023599999,4510853,1074733303,-0.0696
5,2025-12-31,"FMR, LLC",0.0126,2416975,575856390,-0.1453
6,2025-12-31,NORGES BANK,0.010199999,1948406,464217481,-0.0089
7,2025-12-31,Northern Trust Corporation,0.009,1719677,409721652,0.0382
8,2025-12-31,Morgan Stanley,0.0087,1666557,397065546,-0.0452
9,2025-12-31,Dimensional Fund Advisors LP,0.0083,1591369,379151628,0.0648
