period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.83005,1.74,1.95,1.61,7,0.1367
+1q,2.29509,2.15161,2.37,2.17,7,0.057600003
0y,9.38455,9.34983,9.5,8.56,7,0.0963
+1y,10.1704,9.99579,10.49,9.38455,7,0.0837
