,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,1365378.0,-3440033.0,2246890.0,-1014660.0,
Tax Rate For Calcs,0.174,0.167,0.085,0.09,
Normalized EBITDA,2056988000.0,1794328000.0,1243298000.0,1202972000.0,
Total Unusual Items,7847000.0,-20599000.0,26434000.0,-11274000.0,
Total Unusual Items Excluding Goodwill,7847000.0,-20599000.0,26434000.0,-11274000.0,
Net Income From Continuing Operation Net Minority Interest,1663887000.0,1411436000.0,1289636000.0,973585000.0,
Reconciled Depreciation,188759000.0,179735000.0,177572000.0,163853000.0,
Reconciled Cost Of Revenue,2989216000.0,2600348000.0,2223297000.0,2053511000.0,
EBITDA,2064835000.0,1773729000.0,1269732000.0,1191698000.0,
EBIT,1876076000.0,1593994000.0,1092160000.0,1027845000.0,
Net Interest Income,128874000.0,113520000.0,77302000.0,40826000.0,
Interest Income,128874000.0,113520000.0,77302000.0,40826000.0,
Normalized Income,1657405378.0,1428594967.0,1265448890.0,983844340.0,
Net Income From Continuing And Discontinued Operation,1663887000.0,1411436000.0,1289636000.0,973585000.0,
Total Expenses,5369443000.0,4702909000.0,4136092000.0,3832441000.0,
Total Operating Income As Reported,1876076000.0,1593994000.0,1092160000.0,1027845000.0,
Diluted Average Shares,193616000.0,193281000.0,192058000.0,193042000.0,
Basic Average Shares,192467000.0,192060000.0,191397000.0,192544000.0,
Diluted EPS,8.59,7.3,6.71,5.04,
Basic EPS,8.65,7.35,6.74,5.06,
Diluted NI Availto Com Stockholders,1663887000.0,1411436000.0,1289636000.0,973585000.0,
Net Income Common Stockholders,1663887000.0,1411436000.0,1289636000.0,973585000.0,
Net Income,1663887000.0,1411436000.0,1289636000.0,973585000.0,
Net Income Including Noncontrolling Interests,1663887000.0,1411436000.0,1289636000.0,973585000.0,
Net Income Continuous Operations,1663887000.0,1411436000.0,1289636000.0,973585000.0,
Tax Provision,350648000.0,283965000.0,-89280000.0,91389000.0,
Pretax Income,2014535000.0,1695401000.0,1200356000.0,1064974000.0,
Other Income Expense,9585000.0,-12113000.0,30894000.0,-3697000.0,
Other Non Operating Income Expenses,1738000.0,8486000.0,4460000.0,7577000.0,
Gain On Sale Of Security,7847000.0,-20599000.0,26434000.0,-11274000.0,
Net Non Operating Interest Income Expense,128874000.0,113520000.0,77302000.0,40826000.0,
Interest Income Non Operating,128874000.0,113520000.0,77302000.0,40826000.0,
Operating Income,1876076000.0,1593994000.0,1092160000.0,1027845000.0,
Operating Expense,2380227000.0,2102561000.0,1912795000.0,1778930000.0,
Research And Development,1126231000.0,993601000.0,904696000.0,834927000.0,
Selling General And Administration,1253996000.0,1108960000.0,1008099000.0,944003000.0,
Selling And Marketing Expense,,,173109000.0,168040000.0,171829000.0
General And Administrative Expense,,,834990000.0,775963000.0,721260000.0
Other Gand A,,,834990000.0,775963000.0,721260000.0
Gross Profit,4256303000.0,3696555000.0,3004955000.0,2806775000.0,
Cost Of Revenue,2989216000.0,2600348000.0,2223297000.0,2053511000.0,
Total Revenue,7245519000.0,6296903000.0,5228252000.0,4860286000.0,
Operating Revenue,7245519000.0,6296903000.0,5228252000.0,4860286000.0,
