Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
1996-11-26,"[datetime.date(2026, 5, 5)]",2.53,2.27,2.31416,1211655060,1193000000,1202957930
