period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1202957930,1193000000,1211655060,17,661705000,0.818
+1q,1617219350,1591533540,1643800000,17,771332000,1.0967
0y,6414282850,6352987000,6454872670,21,3165286000,1.0264
+1y,7082105900,6864100000,7200000000,21,6414282850,0.1041
