period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.31416,2.27,2.53,2.25,19,0.028499998
+1q,3.11477,2.90477,3.67,2.95,19,0.0559
0y,14.38877,14.3,14.46148,13.13,23,0.0959
+1y,16.35362,15.82,17.53,14.38877,22,0.1366
