address1,address2,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,corporateActions,regularMarketTime,hasPrePostMarketData,firstTradeDateMilliseconds,displayName,trailingPegRatio
1000 Remington Boulevard,Suite 120,Bolingbrook,IL,60440,United States,630 410 4800,https://www.ulta.com,Specialty Retail,specialty-retail,Specialty Retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Ulta Beauty, Inc. operates as a specialty beauty retailer in the United States, Mexico, and Kuwait. The company offers branded and private label beauty products, including cosmetics, fragrance, haircare, skincare, bath and body products, professional hair products, and salon styling tools through its Ulta Beauty stores, shop-in-shops, Ulta.com website, and its mobile applications. It also provides wellness products. The company was formerly known as ULTA Salon, Cosmetics & Fragrance, Inc. and changed its name to Ulta Beauty, Inc. in January 2017. Ulta Beauty, Inc. was incorporated in 1990 and is based in Bolingbrook, Illinois.",21382,"[{'maxAge': 1, 'name': 'Ms. Kecia L. Steelman', 'age': 54, 'title': 'President, CEO & Director', 'yearBorn': 1971, 'fiscalYear': 2024, 'totalPay': 2050211, 'exercisedValue': 3348200, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anita J. Ryan', 'age': 61, 'title': 'Chief Human Resources Officer', 'yearBorn': 1964, 'fiscalYear': 2024, 'totalPay': 943147, 'exercisedValue': 814086, 'unexercisedValue': 46566}, {'maxAge': 1, 'name': 'Mr. Christopher  Lialios', 'age': 59, 'title': 'Senior VP, Controller & Principal Accounting Officer', 'yearBorn': 1966, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mike  Maresca', 'title': 'Chief Technology & Transformation Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Kiley F. Rawlins CFA', 'title': 'Vice President of Investor Relations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Rene G. Casares', 'title': 'Chief Legal Officer & Corporate Secretary', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Kelly  Mahoney', 'title': 'Chief Marketing Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Amiee  Bayer-Thomas', 'title': 'Chief Retail Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Erik  Lopez', 'title': 'Chief Supply Chain Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Lauren  Brindley', 'age': 47, 'title': 'Chief Merchandising & Digital Officer', 'yearBorn': 1978, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",9,1,7,4,3,1775001600,1735603200,[],86400,2,542.65,539.34,533.17,542.61,542.65,539.34,533.17,542.61,1331856000,0.0,0.953,20.983223,17.061462,129258,129258,663711,684680,684680,539.14,542.9,1,1,23857975296,23503627595,323.37,714.97,714.97,4.11,1.925145,623.5322,560.5848,0.0,0.0,USD,False,25191446528,0.09308,43562558,43736630,1923421,2146926,1770940800,1773360000,0.0436,0.00487,1.01745,2.91,0.0572,44362173,63.475,8.472627,1769817600,1801353600,1769817600,-0.093,1153479040,25.63,31.52133,2.033,13.739,0.6543703,0.32693863,1.0,1331856000,EQUITY,537.8,810.0,475.0,681.1667,700.0,2.0,buy,24,494243008,11.3,1833560064,2182061056,0.355,1.414,12392819712,77.835,276.366,0.14739001,0.43595,5334784000,900096128,1502780032,-0.054,0.118,0.43047002,0.14795,0.12234,USD,ULTA,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,REGULAR,15,0,2.0 - Buy,False,-4.8500366,533.17 - 542.61,NasdaqGS,663711,214.43,0.6631104,323.37 - 714.97,-177.16998,-0.24780059,65.43703,1337040000,1773345600,1779998400,1779998400,1748550600,1748550600,True,25.63,31.52133,28.48818,18.878004,-85.73224,-0.13749447,-22.78479,-0.040644683,NMS,finmb_35929,America/New_York,EDT,-14400000,us_market,False,-0.8937771,537.8,"Ulta Beauty, Inc.","Ulta Beauty, Inc.",[],1775579628,True,1193319000000,Ulta Beauty,1.9707
