,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,480000000.0,480464483.0,480450015.0,480155676.0,478000000.0,
Share Issued,480000000.0,480464483.0,480450015.0,480155676.0,478000000.0,
Net Debt,7395000000.0,6621000000.0,8171000000.0,10201000000.0,9546000000.0,
Total Debt,9758000000.0,9207000000.0,10617000000.0,12423000000.0,11538000000.0,
Tangible Book Value,15988000000.0,15687000000.0,15394000000.0,15244000000.0,15399000000.0,
Invested Capital,31143000000.0,30350000000.0,31658000000.0,33184000000.0,32325000000.0,
Working Capital,7131000000.0,7164000000.0,7821000000.0,7711000000.0,7780000000.0,
Net Tangible Assets,15988000000.0,15687000000.0,15394000000.0,15244000000.0,15399000000.0,
Capital Lease Obligations,1348000000.0,1351000000.0,1389000000.0,1358000000.0,1381000000.0,
Common Stock Equity,22733000000.0,22494000000.0,22430000000.0,22119000000.0,22168000000.0,
Total Capitalization,29339000000.0,29103000000.0,30036000000.0,29715000000.0,29748000000.0,
Total Equity Gross Minority Interest,23027000000.0,22752000000.0,22687000000.0,22382000000.0,22431000000.0,
Minority Interest,294000000.0,258000000.0,257000000.0,263000000.0,263000000.0,
Stockholders Equity,22733000000.0,22494000000.0,22430000000.0,22119000000.0,22168000000.0,
Gains Losses Not Affecting Retained Earnings,-2531000000.0,-2610000000.0,-2792000000.0,-3108000000.0,-2988000000.0,
Other Equity Adjustments,-2531000000.0,-2610000000.0,-2792000000.0,-3108000000.0,-2988000000.0,
Retained Earnings,21983000000.0,21813000000.0,21952000000.0,21981000000.0,21933000000.0,
Capital Stock,3281000000.0,3291000000.0,3270000000.0,3246000000.0,3223000000.0,
Common Stock,3281000000.0,3291000000.0,3270000000.0,3246000000.0,3223000000.0,
Total Liabilities Net Minority Interest,29362000000.0,29166000000.0,29309000000.0,31020000000.0,30840000000.0,
Total Non Current Liabilities Net Minority Interest,9828000000.0,9898000000.0,10838000000.0,10849000000.0,10902000000.0,
Other Non Current Liabilities,1042000000.0,1114000000.0,1032000000.0,1024000000.0,997000000.0,
Non Current Deferred Liabilities,1135000000.0,1136000000.0,1134000000.0,1185000000.0,1268000000.0,
Non Current Deferred Taxes Liabilities,1135000000.0,1136000000.0,1134000000.0,1185000000.0,1268000000.0,
Long Term Debt And Capital Lease Obligation,7651000000.0,7648000000.0,8672000000.0,8640000000.0,8637000000.0,
Long Term Capital Lease Obligation,1045000000.0,1039000000.0,1066000000.0,1044000000.0,1057000000.0,
Long Term Debt,6606000000.0,6609000000.0,7606000000.0,7596000000.0,7580000000.0,
Current Liabilities,19534000000.0,19268000000.0,18471000000.0,20171000000.0,19938000000.0,
Other Current Liabilities,757000000.0,802000000.0,1120000000.0,847000000.0,972000000.0,
Current Deferred Liabilities,9443000000.0,9960000000.0,8908000000.0,8343000000.0,8462000000.0,
Current Deferred Revenue,9443000000.0,9960000000.0,8908000000.0,8343000000.0,8462000000.0,
Current Debt And Capital Lease Obligation,2107000000.0,1559000000.0,1945000000.0,3783000000.0,2901000000.0,
Current Capital Lease Obligation,303000000.0,312000000.0,323000000.0,314000000.0,324000000.0,
