,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0319,4894044,661723722,-0.0396
1,2025-11-30,SCHWAB STRATEGIC TRUST-Schwab US Dividend Equity ETF,0.0301,4631216,626186746,0.0061000003
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0256,3934379,531967411,-0.0152
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Index Fund,0.023,3539515,478577846,-0.078
4,2026-01-31,John Hancock Funds III-Disciplined Value Mid Cap Fund,0.0166,2555793,345568788,0.0
5,2025-12-31,Victory Portfolios-Victory Sycamore Established Value Fund,0.016,2459000,332481406,-0.19379999
6,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Value Index Fund,0.0149,2282126,308566271,-0.0712
7,2025-12-31,"T. ROWE PRICE Eqy. INCOME Fd., INC.-T. Rowe Price Eqy. Income Fd.",0.0139999995,2155000,291377564,-0.0315
8,2026-01-31,Invesco Exchange-Traded Fund Trust-Invesco S&P 500 Equal Weight ETF,0.0136,2094128,283147060,0.0577
9,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.013099999,2005146,271115804,-0.0104
