period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.76973,1.72,1.81,1.75,13,0.0113
+1q,2.09182,2.05,2.15243,2.07,13,0.0105
0y,8.27484,8.2,8.38,7.95,14,0.040900003
+1y,8.97865,8.6,9.25,8.27484,15,0.0851
