,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-4905900.0,-1118300.0,15986926.213337,2605284.227382
Tax Rate For Calcs,0.237,0.211,0.216625,0.217107
Normalized EBITDA,924200000.0,864700000.0,890300000.0,897800000.0
Total Unusual Items,-20700000.0,-5300000.0,73800000.0,12000000.0
Total Unusual Items Excluding Goodwill,-20700000.0,-5300000.0,73800000.0,12000000.0
Net Income From Continuing Operation Net Minority Interest,483200000.0,505000000.0,596100000.0,586900000.0
Reconciled Depreciation,206500000.0,175600000.0,152100000.0,119700000.0
Reconciled Cost Of Revenue,1918700000.0,1823600000.0,1827000000.0,1755000000.0
EBITDA,903500000.0,859400000.0,964100000.0,909800000.0
EBIT,697000000.0,683800000.0,812000000.0,790100000.0
Net Interest Income,-64400000.0,-44500000.0,-51700000.0,-40700000.0
Interest Expense,64400000.0,44500000.0,51700000.0,40700000.0
Normalized Income,498994100.0,509181700.0,538286926.213337,577505284.227382
Net Income From Continuing And Discontinued Operation,483200000.0,505000000.0,596100000.0,586900000.0
Total Expenses,2737500000.0,2582300000.0,2530500000.0,2407700000.0
Total Operating Income As Reported,699300000.0,677200000.0,732500000.0,751400000.0
Diluted Average Shares,75300000.0,75900000.0,75900000.0,76000000.0
Basic Average Shares,75300000.0,75700000.0,75600000.0,75700000.0
Diluted EPS,6.41,6.64,7.85,7.71
Basic EPS,6.41,6.66,7.87,7.74
Diluted NI Availto Com Stockholders,483200000.0,505000000.0,596100000.0,586900000.0
Net Income Common Stockholders,483200000.0,505000000.0,596100000.0,586900000.0
Net Income,483200000.0,505000000.0,596100000.0,586900000.0
Minority Interests,700000.0,400000.0,500000.0,200000.0
Net Income Including Noncontrolling Interests,482500000.0,504600000.0,595600000.0,586700000.0
Net Income Continuous Operations,482500000.0,504600000.0,595600000.0,586700000.0
Tax Provision,150100000.0,134700000.0,164700000.0,162700000.0
Pretax Income,632600000.0,639300000.0,760300000.0,749400000.0
Other Income Expense,-23000000.0,-2700000.0,68600000.0,15900000.0
Other Non Operating Income Expenses,-2300000.0,2600000.0,-5200000.0,3900000.0
Special Income Charges,-20700000.0,-5300000.0,73800000.0,12000000.0
Gain On Sale Of Business,0.0,4000000.0,84700000.0,34800000.0
Impairment Of Capital Assets,700000.0,100000.0,800000.0,17400000.0
Restructuring And Mergern Acquisition,20000000.0,9200000.0,10100000.0,5400000.0
Net Non Operating Interest Income Expense,-64400000.0,-44500000.0,-51700000.0,-40700000.0
Interest Expense Non Operating,64400000.0,44500000.0,51700000.0,40700000.0
Operating Income,720000000.0,686500000.0,743400000.0,774200000.0
Operating Expense,818800000.0,758700000.0,703500000.0,652700000.0
Selling General And Administration,818800000.0,758700000.0,703500000.0,652700000.0
Gross Profit,1538800000.0,1445200000.0,1446900000.0,1426900000.0
Cost Of Revenue,1918700000.0,1823600000.0,1827000000.0,1755000000.0
Total Revenue,3457500000.0,3268800000.0,3273900000.0,3181900000.0
Operating Revenue,3457500000.0,3268800000.0,3273900000.0,3181900000.0
