period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.1794,0.11306,0.20607,0.23,9,-0.22
+1q,0.26802,0.11349,0.44,0.2,9,0.3401
0y,1.65888,1.34659,2.06,-0.2,13,9.2944
+1y,2.87368,2.3,3.7,1.65888,13,0.73230004
