period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,3.17307,2.69,3.58,3.37,18,-0.0584
+1q,7.68471,7.23722,8.14,7.82,18,-0.0173
0y,24.24654,23.26091,25.52,23.16,20,0.0469
+1y,26.60522,24.6,30.51,24.24654,18,0.09729999
